timestamp,zone,energy,footfall
2026-01-01 00:00:00,Block A,124.96714153011233,247.2347139765763
2026-01-01 01:00:00,Block A,126.47688538100692,280.4605971281605
2026-01-01 02:00:00,Block A,117.65846625276664,245.3172608610164
2026-01-01 03:00:00,Block A,135.79212815507393,265.3486945830582
2026-01-01 04:00:00,Block A,115.30525614065049,260.8512008717193
2026-01-01 05:00:00,Block A,115.36582307187538,240.68540492859486
2026-01-01 06:00:00,Block A,122.41962271566034,211.73439510684403
2026-01-01 07:00:00,Block A,102.75082167486967,238.75424941518054
2026-01-01 08:00:00,Block A,109.87168879665576,256.2849466519055
2026-01-01 09:00:00,Block A,150.91975924478788,221.75392597329417
2026-01-01 10:00:00,Block A,174.65648768921554,325.4844739902693
2026-01-01 11:00:00,Block A,160.67528204687923,301.50503627573084
2026-01-01 12:00:00,Block A,154.55617275474816,332.21845179419734
2026-01-01 13:00:00,Block A,148.49006422577696,337.51396036691347
2026-01-01 14:00:00,Block A,153.99361310081196,324.16612500413447
2026-01-01 15:00:00,Block A,153.98293387770602,367.04556369017877
2026-01-01 16:00:00,Block A,159.86502775262065,308.84578142088196
2026-01-01 17:00:00,Block A,168.2254491210319,225.58312700057957
2026-01-01 18:00:00,Block A,162.08863595004755,210.8065975224045
2026-01-01 19:00:00,Block A,106.71813951101569,253.93722471738246
2026-01-01 20:00:00,Block A,127.3846657999541,253.4273656237994
2026-01-01 21:00:00,Block A,118.8435171761176,243.97792608821422
2026-01-01 22:00:00,Block A,105.21478009632573,235.60311583210583
2026-01-01 23:00:00,Block A,115.39361229040213,271.14244452437833
2026-01-02 00:00:00,Block A,123.43618289568461,214.73919689274533
2026-01-02 01:00:00,Block A,123.24083969394795,242.29835439167368
2026-01-02 02:00:00,Block A,113.23077999694041,262.2335257768174
2026-01-02 03:00:00,Block A,130.30999522495952,268.62560238232396
2026-01-02 04:00:00,Block A,111.60782476777362,243.8157524829757
2026-01-02 05:00:00,Block A,123.31263431403563,269.5109025424472
2026-01-02 06:00:00,Block A,115.2082576215471,246.28682046672367
2026-01-02 07:00:00,Block A,108.93665025993971,226.0758675183866
